image_path,class,file_name
data\raw\Bacteria\IMG_1173.JPG,Bacteria,IMG_1173.JPG
data\raw\Phytopthora\IMG_20230816_080859.jpg,Phytopthora,IMG_20230816_080859.jpg
data\raw\Fungi\20230816_091648.jpg,Fungi,20230816_091648.jpg
data\raw\Bacteria\IMG_1186.JPG,Bacteria,IMG_1186.JPG
data\raw\Fungi\IMG_20230815_113207~2.jpg,Fungi,IMG_20230815_113207~2.jpg
data\raw\Nematode\20230815_152953.jpg,Nematode,20230815_152953.jpg
data\raw\Healthy\20230816_121147.jpg,Healthy,20230816_121147.jpg
data\raw\Late_blight\ae20cc4e-fe37-48f0-9566-2d2efc5afd38___RS_LB 4290.JPG,Late_blight,ae20cc4e-fe37-48f0-9566-2d2efc5afd38___RS_LB 4290.JPG
data\raw\Pest\20230802_125300.jpg,Pest,20230802_125300.jpg
data\raw\Late_blight\13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,Late_blight,13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG
data\raw\Late_blight\8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG,Late_blight,8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG
data\raw\Early_blight\cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091.JPG,Early_blight,cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091.JPG
data\raw\Healthy\IMG_9447.JPG,Healthy,IMG_9447.JPG
data\raw\Late_blight\b598f9a7-b582-4fef-9c3d-cc985f2f9c03___RS_LB 3294.JPG,Late_blight,b598f9a7-b582-4fef-9c3d-cc985f2f9c03___RS_LB 3294.JPG
data\raw\Early_blight\419611a4-5597-43d6-ae92-c3c09bc549d7___RS_Early.B 7182.JPG,Early_blight,419611a4-5597-43d6-ae92-c3c09bc549d7___RS_Early.B 7182.JPG
data\raw\Early_blight\3de47a70-4a74-462f-8b56-2088507be4ef___RS_Early.B 8832.JPG,Early_blight,3de47a70-4a74-462f-8b56-2088507be4ef___RS_Early.B 8832.JPG
data\raw\Early_blight\4e478f6a-b8cf-425f-85e8-d80d6aaab8e1___RS_Early.B 9026.JPG,Early_blight,4e478f6a-b8cf-425f-85e8-d80d6aaab8e1___RS_Early.B 9026.JPG
data\raw\Bacteria\IMG_0904.JPG,Bacteria,IMG_0904.JPG
data\raw\Late_blight\dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG,Late_blight,dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG
data\raw\Late_blight\c7c82b7c-078f-4ba9-90e3-db36a73bda22___RS_LB 5430.JPG,Late_blight,c7c82b7c-078f-4ba9-90e3-db36a73bda22___RS_LB 5430.JPG
data\raw\Bacteria\IMG_1178.JPG,Bacteria,IMG_1178.JPG
data\raw\Fungi\IMG_20230815_112711~2.jpg,Fungi,IMG_20230815_112711~2.jpg
data\raw\Bacteria\IMG_1140.JPG,Bacteria,IMG_1140.JPG
data\raw\Healthy\20230922_154136.jpg,Healthy,20230922_154136.jpg
data\raw\Late_blight\3f30c40f-105b-4ce7-a376-d2e6f4681e3b___RS_LB 4921.JPG,Late_blight,3f30c40f-105b-4ce7-a376-d2e6f4681e3b___RS_LB 4921.JPG
data\raw\Bacteria\IMG_1182.JPG,Bacteria,IMG_1182.JPG
data\raw\Late_blight\1cd053f6-0016-4680-a924-af15aecd7fb2___RS_LB 4414.JPG,Late_blight,1cd053f6-0016-4680-a924-af15aecd7fb2___RS_LB 4414.JPG
data\raw\Healthy\20230815_120135.jpg,Healthy,20230815_120135.jpg
data\raw\Early_blight\fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935.JPG,Early_blight,fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935.JPG
data\raw\Bacteria\IMG_0357.JPG,Bacteria,IMG_0357.JPG
data\raw\Late_blight\4bccc3ae-4246-48f8-9c07-f4a1d5856314___RS_LB 2760.JPG,Late_blight,4bccc3ae-4246-48f8-9c07-f4a1d5856314___RS_LB 2760.JPG
data\raw\Bacteria\IMG_1210.JPG,Bacteria,IMG_1210.JPG
data\raw\Healthy\20230712_124945.jpg,Healthy,20230712_124945.jpg
data\raw\Healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,Healthy,0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG
data\raw\Bacteria\IMG_1165.JPG,Bacteria,IMG_1165.JPG
data\raw\Virus\20230815_150846.jpg,Virus,20230815_150846.jpg
data\raw\Late_blight\40285dce-33de-4a59-82f4-2eb1d6d38469___RS_LB 4929.JPG,Late_blight,40285dce-33de-4a59-82f4-2eb1d6d38469___RS_LB 4929.JPG
data\raw\Early_blight\7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,Early_blight,7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG
data\raw\Pest\20230712_122808.jpg,Pest,20230712_122808.jpg
data\raw\Late_blight\c84a1cfc-5e19-46df-a315-c7fb6a61e60f___RS_LB 4103.JPG,Late_blight,c84a1cfc-5e19-46df-a315-c7fb6a61e60f___RS_LB 4103.JPG
data\raw\Early_blight\6799ab86-73ef-4825-b4cf-9ae616c40ce9___RS_Early.B 7410.JPG,Early_blight,6799ab86-73ef-4825-b4cf-9ae616c40ce9___RS_Early.B 7410.JPG
data\raw\Fungi\IMG_0266.JPG,Fungi,IMG_0266.JPG
data\raw\Virus\IMG_8207.JPG,Virus,IMG_8207.JPG
data\raw\Bacteria\20230815_113849.jpg,Bacteria,20230815_113849.jpg
data\raw\Late_blight\6637f5da-44b1-43bc-9678-1f1188f1ed7c___RS_LB 4796.JPG,Late_blight,6637f5da-44b1-43bc-9678-1f1188f1ed7c___RS_LB 4796.JPG
data\raw\Healthy\e51367c1-d582-45e3-acf6-b0e652b43d3a___RS_HL 1873.JPG,Healthy,e51367c1-d582-45e3-acf6-b0e652b43d3a___RS_HL 1873.JPG
data\raw\Nematode\IMG_8142.JPG,Nematode,IMG_8142.JPG
data\raw\Virus\IMG_1059.JPG,Virus,IMG_1059.JPG
data\raw\Early_blight\e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG,Early_blight,e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG
data\raw\Early_blight\00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,Early_blight,00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG
data\raw\Virus\20230815_113102.jpg,Virus,20230815_113102.jpg
data\raw\Pest\IMG_1066.JPG,Pest,IMG_1066.JPG
data\raw\Fungi\20230802_105804.jpg,Fungi,20230802_105804.jpg
data\raw\Fungi\20230802_110907.jpg,Fungi,20230802_110907.jpg
data\raw\Phytopthora\IMG_0399.JPG,Phytopthora,IMG_0399.JPG
data\raw\Phytopthora\IMG_0395.JPG,Phytopthora,IMG_0395.JPG
data\raw\Phytopthora\20230712_154222.jpg,Phytopthora,20230712_154222.jpg
data\raw\Pest\IMG_4711.JPG,Pest,IMG_4711.JPG
data\raw\Late_blight\762a9cd9-7da1-4885-b677-870da1e41768___RS_LB 2592.JPG,Late_blight,762a9cd9-7da1-4885-b677-870da1e41768___RS_LB 2592.JPG
data\raw\Fungi\20230802_111731195.jpg,Fungi,20230802_111731195.jpg
data\raw\Fungi\IMG_20230815_113227~2.jpg,Fungi,IMG_20230815_113227~2.jpg
data\raw\Healthy\IMG_4767.JPG,Healthy,IMG_4767.JPG
data\raw\Late_blight\2ea232e4-2e94-426f-b86f-8bc5861f334f___RS_LB 4757.JPG,Late_blight,2ea232e4-2e94-426f-b86f-8bc5861f334f___RS_LB 4757.JPG
data\raw\Pest\IMG_8170.JPG,Pest,IMG_8170.JPG
data\raw\Fungi\20230802_105706.jpg,Fungi,20230802_105706.jpg
data\raw\Fungi\IMG_4785.JPG,Fungi,IMG_4785.JPG
data\raw\Early_blight\9cb0c796-fde2-406b-87fe-3926b722f8f7___RS_Early.B 8300.JPG,Early_blight,9cb0c796-fde2-406b-87fe-3926b722f8f7___RS_Early.B 8300.JPG
data\raw\Healthy\d1752ed4-a0a7-4075-917d-205c0e785dcf___RS_HL 1911.JPG,Healthy,d1752ed4-a0a7-4075-917d-205c0e785dcf___RS_HL 1911.JPG
data\raw\Nematode\IMG_20230815_114341~2.jpg,Nematode,IMG_20230815_114341~2.jpg
data\raw\Late_blight\0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG,Late_blight,0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG
data\raw\Early_blight\610d8d2d-c28d-4d99-9f37-a6a79148b529___RS_Early.B 8023.JPG,Early_blight,610d8d2d-c28d-4d99-9f37-a6a79148b529___RS_Early.B 8023.JPG
data\raw\Late_blight\f964b423-2146-4523-9f71-d7937c475bf0___RS_LB 3842.JPG,Late_blight,f964b423-2146-4523-9f71-d7937c475bf0___RS_LB 3842.JPG
data\raw\Healthy\b925ad3e-fc49-497d-a6eb-115f0de20800___RS_HL 4170.JPG,Healthy,b925ad3e-fc49-497d-a6eb-115f0de20800___RS_HL 4170.JPG
data\raw\Bacteria\IMG_0903.JPG,Bacteria,IMG_0903.JPG
data\raw\Fungi\IMG_20230816_122916.jpg,Fungi,IMG_20230816_122916.jpg
data\raw\Late_blight\f9d861a9-0217-4de2-844f-fd23ccaa9def___RS_LB 3067.JPG,Late_blight,f9d861a9-0217-4de2-844f-fd23ccaa9def___RS_LB 3067.JPG
data\raw\Early_blight\e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340.JPG,Early_blight,e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340.JPG
data\raw\Bacteria\20230816_143416.jpg,Bacteria,20230816_143416.jpg
data\raw\Bacteria\IMG_0352.JPG,Bacteria,IMG_0352.JPG
data\raw\Late_blight\bc53f0fd-df00-42c6-ad50-aef25d2c6f7a___RS_LB 2954.JPG,Late_blight,bc53f0fd-df00-42c6-ad50-aef25d2c6f7a___RS_LB 2954.JPG
data\raw\Virus\IMG_0635.JPG,Virus,IMG_0635.JPG
data\raw\Early_blight\d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994.JPG,Early_blight,d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994.JPG
data\raw\Late_blight\dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,Late_blight,dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG
data\raw\Virus\IMG_0625.JPG,Virus,IMG_0625.JPG
data\raw\Late_blight\ae966e38-73b3-47c1-9421-20ac2f570f46___RS_LB 3240.JPG,Late_blight,ae966e38-73b3-47c1-9421-20ac2f570f46___RS_LB 3240.JPG
data\raw\Early_blight\b8803558-9e0f-404e-80b3-c78d0bc7f6d0___RS_Early.B 7548.JPG,Early_blight,b8803558-9e0f-404e-80b3-c78d0bc7f6d0___RS_Early.B 7548.JPG
data\raw\Early_blight\f3b29f09-c337-4233-8968-0fcc66c9fa2a___RS_Early.B 8115.JPG,Early_blight,f3b29f09-c337-4233-8968-0fcc66c9fa2a___RS_Early.B 8115.JPG
data\raw\Early_blight\dc3e6480-10c2-429b-bd9a-b8dd7d538594___RS_Early.B 8061.JPG,Early_blight,dc3e6480-10c2-429b-bd9a-b8dd7d538594___RS_Early.B 8061.JPG
data\raw\Virus\IMG_9545.JPG,Virus,IMG_9545.JPG
data\raw\Phytopthora\IMG_9517.JPG,Phytopthora,IMG_9517.JPG
data\raw\Early_blight\5b361ac7-6fb7-497a-b11d-3b8cd7ffd2e1___RS_Early.B 9206.JPG,Early_blight,5b361ac7-6fb7-497a-b11d-3b8cd7ffd2e1___RS_Early.B 9206.JPG
data\raw\Pest\IMG_0202.JPG,Pest,IMG_0202.JPG
data\raw\Healthy\20230802_120332778.jpg,Healthy,20230802_120332778.jpg
data\raw\Bacteria\20230815_114111.jpg,Bacteria,20230815_114111.jpg
data\raw\Early_blight\d0fc4557-34a0-4324-8b2c-865853e0face___RS_Early.B 6912.JPG,Early_blight,d0fc4557-34a0-4324-8b2c-865853e0face___RS_Early.B 6912.JPG
data\raw\Fungi\20230802_110105.jpg,Fungi,20230802_110105.jpg
data\raw\Fungi\1692335403434.jpg,Fungi,1692335403434.jpg
data\raw\Bacteria\IMG_1084.JPG,Bacteria,IMG_1084.JPG
data\raw\Healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,Healthy,1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG
data\raw\Healthy\80bb8697-bfab-449b-b870-e1ed2089df58___RS_HL 1827.JPG,Healthy,80bb8697-bfab-449b-b870-e1ed2089df58___RS_HL 1827.JPG
data\raw\Early_blight\f0a1af30-47b5-430b-b563-ef9a32a55dc7___RS_Early.B 6781.JPG,Early_blight,f0a1af30-47b5-430b-b563-ef9a32a55dc7___RS_Early.B 6781.JPG
data\raw\Early_blight\e3779bc5-a8e2-4be6-8e15-4a4713ab9531___RS_Early.B 8431.JPG,Early_blight,e3779bc5-a8e2-4be6-8e15-4a4713ab9531___RS_Early.B 8431.JPG
data\raw\Pest\20230802_115949654.jpg,Pest,20230802_115949654.jpg
data\raw\Fungi\20230712_123606.jpg,Fungi,20230712_123606.jpg
data\raw\Late_blight\be6b5fab-c3de-4d33-b7fc-87bf794d8705___RS_LB 4850.JPG,Late_blight,be6b5fab-c3de-4d33-b7fc-87bf794d8705___RS_LB 4850.JPG
data\raw\Virus\20230815_114425.jpg,Virus,20230815_114425.jpg
data\raw\Virus\20230816_113206.jpg,Virus,20230816_113206.jpg
data\raw\Fungi\IMG_0274.JPG,Fungi,IMG_0274.JPG
data\raw\Early_blight\1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,Early_blight,1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG
data\raw\Fungi\20230712_123306.jpg,Fungi,20230712_123306.jpg
data\raw\Pest\IMG_8344.JPG,Pest,IMG_8344.JPG
data\raw\Healthy\20230712_131253.jpg,Healthy,20230712_131253.jpg
data\raw\Early_blight\9ca7d203-7b7c-4f5c-911f-fc225f3c5b77___RS_Early.B 7557.JPG,Early_blight,9ca7d203-7b7c-4f5c-911f-fc225f3c5b77___RS_Early.B 7557.JPG
data\raw\Late_blight\acf05b32-0d7e-423c-96b2-f78b6fdf975d___RS_LB 5309.JPG,Late_blight,acf05b32-0d7e-423c-96b2-f78b6fdf975d___RS_LB 5309.JPG
data\raw\Fungi\IMG_9434.JPG,Fungi,IMG_9434.JPG
data\raw\Fungi\1692335403753.jpg,Fungi,1692335403753.jpg
data\raw\Fungi\IMG_20230816_122631~2.jpg,Fungi,IMG_20230816_122631~2.jpg
data\raw\Pest\20230712_154337.jpg,Pest,20230712_154337.jpg
data\raw\Phytopthora\20230802_123759725.jpg,Phytopthora,20230802_123759725.jpg
data\raw\Late_blight\e40a1e10-fca8-4831-b124-48bc07f92eb1___RS_LB 2897.JPG,Late_blight,e40a1e10-fca8-4831-b124-48bc07f92eb1___RS_LB 2897.JPG
data\raw\Early_blight\63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG,Early_blight,63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG
data\raw\Early_blight\ede5199d-4bf1-4bd0-a460-2168350ed05a___RS_Early.B 8773.JPG,Early_blight,ede5199d-4bf1-4bd0-a460-2168350ed05a___RS_Early.B 8773.JPG
data\raw\Early_blight\cb615e16-034f-465a-89a6-91e091698723___RS_Early.B 6796.JPG,Early_blight,cb615e16-034f-465a-89a6-91e091698723___RS_Early.B 6796.JPG
data\raw\Bacteria\IMG_1172.JPG,Bacteria,IMG_1172.JPG
data\raw\Late_blight\d385010f-53c1-4e7d-9fd3-50f0c98dc245___RS_LB 3865.JPG,Late_blight,d385010f-53c1-4e7d-9fd3-50f0c98dc245___RS_LB 3865.JPG
data\raw\Late_blight\3221ccec-f264-4046-8252-77a8a357562b___RS_LB 4637.JPG,Late_blight,3221ccec-f264-4046-8252-77a8a357562b___RS_LB 4637.JPG
data\raw\Virus\20230815_113706.jpg,Virus,20230815_113706.jpg
data\raw\Bacteria\IMG_1174.JPG,Bacteria,IMG_1174.JPG
data\raw\Phytopthora\IMG_0367.JPG,Phytopthora,IMG_0367.JPG
data\raw\Early_blight\dea6a6e4-cfb0-4c00-a0f7-bdd1e52f82e0___RS_Early.B 7246.JPG,Early_blight,dea6a6e4-cfb0-4c00-a0f7-bdd1e52f82e0___RS_Early.B 7246.JPG
data\raw\Late_blight\ad628434-32ce-4365-90b0-f394d98fbe00___RS_LB 4905.JPG,Late_blight,ad628434-32ce-4365-90b0-f394d98fbe00___RS_LB 4905.JPG
data\raw\Phytopthora\IMG_0261 - Copy.JPG,Phytopthora,IMG_0261 - Copy.JPG
data\raw\Early_blight\fa61b2e4-413c-4503-a2a2-cff2d8a11351___RS_Early.B 7370.JPG,Early_blight,fa61b2e4-413c-4503-a2a2-cff2d8a11351___RS_Early.B 7370.JPG
data\raw\Nematode\20230712_155746.jpg,Nematode,20230712_155746.jpg
data\raw\Late_blight\6750f885-4754-4e76-91d0-a5e77c86e9fd___RS_LB 4865.JPG,Late_blight,6750f885-4754-4e76-91d0-a5e77c86e9fd___RS_LB 4865.JPG
data\raw\Phytopthora\IMG_0270 - Copy.JPG,Phytopthora,IMG_0270 - Copy.JPG
data\raw\Pest\IMG_8350.JPG,Pest,IMG_8350.JPG
data\raw\Late_blight\f528e881-b237-4797-ab54-0152eb901f53___RS_LB 3854.JPG,Late_blight,f528e881-b237-4797-ab54-0152eb901f53___RS_LB 3854.JPG
data\raw\Pest\20230802_115803802.jpg,Pest,20230802_115803802.jpg
data\raw\Fungi\20230802_111450833.jpg,Fungi,20230802_111450833.jpg
data\raw\Late_blight\541591d3-3560-4540-ac2c-9749936e80ae___RS_LB 2553.JPG,Late_blight,541591d3-3560-4540-ac2c-9749936e80ae___RS_LB 2553.JPG
data\raw\Virus\20230816_123449.jpg,Virus,20230816_123449.jpg
data\raw\Late_blight\22d5cf8c-308f-417d-9b05-b00a0791ecef___RS_LB 4797.JPG,Late_blight,22d5cf8c-308f-417d-9b05-b00a0791ecef___RS_LB 4797.JPG
data\raw\Late_blight\289cbc85-4659-4db9-95b3-06b14fa36216___RS_LB 3857.JPG,Late_blight,289cbc85-4659-4db9-95b3-06b14fa36216___RS_LB 3857.JPG
data\raw\Fungi\IMG_9423.JPG,Fungi,IMG_9423.JPG
data\raw\Early_blight\9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG,Early_blight,9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG
data\raw\Late_blight\ef48ec23-0655-43d7-9475-8e73086033a2___RS_LB 5219.JPG,Late_blight,ef48ec23-0655-43d7-9475-8e73086033a2___RS_LB 5219.JPG
data\raw\Healthy\b42621c3-f751-46e1-a8d2-83ed85b90554___RS_HL 1740.JPG,Healthy,b42621c3-f751-46e1-a8d2-83ed85b90554___RS_HL 1740.JPG
data\raw\Pest\20230922_163500.jpg,Pest,20230922_163500.jpg
data\raw\Early_blight\41eccd84-6a67-4b04-ae69-59c1bcf17728___RS_Early.B 7964.JPG,Early_blight,41eccd84-6a67-4b04-ae69-59c1bcf17728___RS_Early.B 7964.JPG
data\raw\Phytopthora\IMG_0375.JPG,Phytopthora,IMG_0375.JPG
data\raw\Late_blight\8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG,Late_blight,8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG
data\raw\Fungi\IMG_20230816_121701~2.jpg,Fungi,IMG_20230816_121701~2.jpg
data\raw\Healthy\20230815_115704.jpg,Healthy,20230815_115704.jpg
data\raw\Late_blight\14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG,Late_blight,14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG
data\raw\Pest\IMG_0232.JPG,Pest,IMG_0232.JPG
data\raw\Phytopthora\20230802_124316.jpg,Phytopthora,20230802_124316.jpg
data\raw\Late_blight\e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG,Late_blight,e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG
data\raw\Fungi\20230712_155715.jpg,Fungi,20230712_155715.jpg
data\raw\Healthy\IMG_20230815_114456~2.jpg,Healthy,IMG_20230815_114456~2.jpg
data\raw\Late_blight\01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,Late_blight,01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG
data\raw\Pest\20230712_122233.jpg,Pest,20230712_122233.jpg
data\raw\Early_blight\1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG,Early_blight,1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG
data\raw\Bacteria\20230816_142015.jpg,Bacteria,20230816_142015.jpg
data\raw\Phytopthora\20230802_123356.jpg,Phytopthora,20230802_123356.jpg
data\raw\Nematode\20230712_122808.jpg,Nematode,20230712_122808.jpg
data\raw\Early_blight\48ed1384-b3c5-464d-bdc8-97b347d89a58___RS_Early.B 6744.JPG,Early_blight,48ed1384-b3c5-464d-bdc8-97b347d89a58___RS_Early.B 6744.JPG
data\raw\Early_blight\1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,Early_blight,1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG
data\raw\Virus\20230712_132900.jpg,Virus,20230712_132900.jpg
data\raw\Late_blight\ede8e8be-6d71-466e-918e-44afa1403e30___RS_LB 5455.JPG,Late_blight,ede8e8be-6d71-466e-918e-44afa1403e30___RS_LB 5455.JPG
data\raw\Late_blight\8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG,Late_blight,8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG
data\raw\Phytopthora\IMG_9506.JPG,Phytopthora,IMG_9506.JPG
data\raw\Bacteria\IMG_1138.JPG,Bacteria,IMG_1138.JPG
data\raw\Pest\20230712_132814.jpg,Pest,20230712_132814.jpg
data\raw\Bacteria\20230815_114519.jpg,Bacteria,20230815_114519.jpg
data\raw\Pest\IMG_20230816_143125.jpg,Pest,IMG_20230816_143125.jpg
data\raw\Fungi\IMG_20230816_090628 (1).jpg,Fungi,IMG_20230816_090628 (1).jpg
data\raw\Early_blight\a5b278e7-448e-40ae-80c2-d286f2681d10___RS_Early.B 7900.JPG,Early_blight,a5b278e7-448e-40ae-80c2-d286f2681d10___RS_Early.B 7900.JPG
data\raw\Pest\20230802_121126801.jpg,Pest,20230802_121126801.jpg
data\raw\Fungi\IMG_9391.JPG,Fungi,IMG_9391.JPG
data\raw\Late_blight\ef49abc4-4b8e-4438-88a9-b3acfdb52014___RS_LB 2623.JPG,Late_blight,ef49abc4-4b8e-4438-88a9-b3acfdb52014___RS_LB 2623.JPG
data\raw\Fungi\IMG_0261.JPG,Fungi,IMG_0261.JPG
data\raw\Fungi\IMG_8113.JPG,Fungi,IMG_8113.JPG
data\raw\Phytopthora\IMG_0837.JPG,Phytopthora,IMG_0837.JPG
data\raw\Late_blight\25978f86-dca7-4052-bf6b-7d14ce0438ad___RS_LB 5016.JPG,Late_blight,25978f86-dca7-4052-bf6b-7d14ce0438ad___RS_LB 5016.JPG
data\raw\Healthy\f30983c0-6e20-43cc-8672-4622ca34c830___RS_HL 1949.JPG,Healthy,f30983c0-6e20-43cc-8672-4622ca34c830___RS_HL 1949.JPG
data\raw\Late_blight\9934bde8-1c89-4ba6-95e6-015a69540873___RS_LB 4146.JPG,Late_blight,9934bde8-1c89-4ba6-95e6-015a69540873___RS_LB 4146.JPG
data\raw\Fungi\20230802_110957239.jpg,Fungi,20230802_110957239.jpg
data\raw\Fungi\IMG_20230815_122511~2.jpg,Fungi,IMG_20230815_122511~2.jpg
data\raw\Late_blight\3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,Late_blight,3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG
data\raw\Late_blight\fff55a7e-2f86-4747-8d31-f1fde3c307aa___RS_LB 3081.JPG,Late_blight,fff55a7e-2f86-4747-8d31-f1fde3c307aa___RS_LB 3081.JPG
data\raw\Late_blight\ca14c4bc-c9a5-4294-835e-6c3b81e61496___RS_LB 3080.JPG,Late_blight,ca14c4bc-c9a5-4294-835e-6c3b81e61496___RS_LB 3080.JPG
data\raw\Fungi\1692332350534.jpg,Fungi,1692332350534.jpg
data\raw\Late_blight\890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG,Late_blight,890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG
data\raw\Pest\20230802_110208620.jpg,Pest,20230802_110208620.jpg
data\raw\Late_blight\df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG,Late_blight,df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG
data\raw\Pest\20230802_112826.jpg,Pest,20230802_112826.jpg
data\raw\Pest\20230802_120215373.jpg,Pest,20230802_120215373.jpg
data\raw\Early_blight\1f56ef5b-9a3b-4731-bf82-b08aeb84fcb5___RS_Early.B 9032.JPG,Early_blight,1f56ef5b-9a3b-4731-bf82-b08aeb84fcb5___RS_Early.B 9032.JPG
data\raw\Early_blight\904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG,Early_blight,904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG
data\raw\Late_blight\5759c134-1965-4dd2-b71a-4eef4048f962___RS_LB 3975.JPG,Late_blight,5759c134-1965-4dd2-b71a-4eef4048f962___RS_LB 3975.JPG
data\raw\Fungi\20230802_113043.jpg,Fungi,20230802_113043.jpg
data\raw\Pest\20230712_114649.jpg,Pest,20230712_114649.jpg
data\raw\Healthy\b536ea91-c5f8-413b-87f3-a22ac3d959d1___RS_HL 1825.JPG,Healthy,b536ea91-c5f8-413b-87f3-a22ac3d959d1___RS_HL 1825.JPG
data\raw\Pest\IMG_20230816_142750~2.jpg,Pest,IMG_20230816_142750~2.jpg
data\raw\Fungi\1692336758769.jpg,Fungi,1692336758769.jpg
data\raw\Fungi\20230802_105900.jpg,Fungi,20230802_105900.jpg
data\raw\Late_blight\02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,Late_blight,02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG
data\raw\Late_blight\33fa45a7-e6ff-4e75-9c6e-28570fdfedb6___RS_LB 3054.JPG,Late_blight,33fa45a7-e6ff-4e75-9c6e-28570fdfedb6___RS_LB 3054.JPG
data\raw\Pest\IMG_8077.JPG,Pest,IMG_8077.JPG
data\raw\Phytopthora\IMG_0382.JPG,Phytopthora,IMG_0382.JPG
data\raw\Phytopthora\20230712_115252.jpg,Phytopthora,20230712_115252.jpg
data\raw\Phytopthora\20230802_124750970.jpg,Phytopthora,20230802_124750970.jpg
data\raw\Pest\IMG_20230816_140703.jpg,Pest,IMG_20230816_140703.jpg
data\raw\Fungi\1692339473805.jpg,Fungi,1692339473805.jpg
data\raw\Bacteria\IMG_0949.JPG,Bacteria,IMG_0949.JPG
